,seq,pr_station_id,bus_line_no,bus_line_no_seq,station_nm,station_id,mobile_no,정류소명,표준정류장ID,WGS84위도,WGS84경도,관할관청,이비카드정류장ID
9385,91467,233000125,1008,76,구포3리,233000780,37612.0,구포3리,233000780.0,37.24825,126.89206670000002,경기도 화성시,4198868.0
9386,91468,233000125,1008,77,구포리과수원,233000779,37207.0,구포리과수원,233000779.0,37.24005,126.8821,경기도 화성시,4107810.0
9387,91469,233000125,1008,78,비봉중고등학교,233000778,37183.0,비봉중고등학교,233000778.0,37.2367167,126.8732167,경기도 화성시,4102911.0
9388,91470,233000125,1008,79,비봉초등학교후문.삼화3리,233000777,37170.0,비봉초등학교후문.삼화3리,233000777.0,37.2363167,126.86815,경기도 화성시,4102909.0
9389,91471,233000125,1008,80,천산아파트,233000776,37168.0,천산아파트,233000776.0,37.23655,126.86598329999998,경기도 화성시,4102908.0
9390,91472,233000125,1008,81,삼화리.천산아파트,233000774,37161.0,삼화리.천산아파트,233000774.0,37.2360833,126.8629167,경기도 화성시,4102906.0
9391,91473,233000125,1008,82,양노리,233000773,37154.0,양노리,233000773.0,37.2290833,126.8597667,경기도 화성시,4102905.0
9392,91474,233000125,1008,83,양노3리,233003082,55393.0,양노3리,233003082.0,37.2267667,126.8577167,경기도 화성시,4107844.0
9393,91475,233000125,1008,84,북양1통.염티고개,233000772,36042.0,북양1통.염티고개,233000772.0,37.2221333,126.83903329999998,경기도 화성시,4102903.0
9394,91476,233000125,1008,85,북양1통,233000771,37776.0,북양1통,233000771.0,37.21895,126.8318,경기도 화성시,4102901.0
9395,91477,233000125,1008,86,동수원남양병원,233000770,36030.0,동수원남양병원,233000770.0,37.2147333,126.8295167,경기도 화성시,4102899.0
9396,91478,233000125,1008,87,남양읍행정복지센터,233000769,36026.0,남양읍주민센터,233000769.0,37.21195,126.8233667,경기도 화성시,4102897.0
9397,91479,233000125,1008,88,남양사거리,233000768,36021.0,남양사거리,233000768.0,37.2094333,126.8191,경기도 화성시,4102895.0
9398,91480,233000125,1008,89,남양중고입구.기아남양점,233001749,37774.0,남양중고교입구,233001749.0,37.20515,126.82106670000002,경기도 화성시,4170959.0
9399,91481,233000125,1008,90,양우내안애,233002159,36024.0,남양뉴타운,233002159.0,37.202,126.82435,경기도 화성시,4119365.0
9400,91482,233000125,1008,91,화성시청,233001435,36977.0,화성시청,233001435.0,37.1978,126.82865,경기도 화성시,4170691.0
9401,91483,233000125,1008,92,공군부대입구,233000208,36034.0,공군부대입구,233000208.0,37.1957167,126.83171670000002,경기도 화성시,4130192.0
9402,91484,233000125,1008,93,대광아파트,233001043,36039.0,대광아파트,233001043.0,37.19425,126.8336833,경기도 화성시,4130193.0
9403,91485,233000125,1008,94,그린빌라.롤링힐스,233002130,55104.0,그린빌라.롤링힐스,233002130.0,37.1898833,126.8413667,경기도 화성시,4197681.0
9404,91486,233000125,1008,95,무송1통마을입구,233001042,36044.0,무송1통마을입구,233001042.0,37.1877833,126.8449167,경기도 화성시,4130391.0
9405,91487,233000125,1008,96,무송그린빌리지,233002296,55178.0,무송그린빌리지,233002296.0,37.1844333,126.84525,경기도 화성시,4116226.0
9406,91488,233000125,1008,97,무송교차로,233000207,36047.0,무송교차로,233000207.0,37.1818333,126.8448667,경기도 화성시,4130388.0
9407,91489,233000125,1008,98,안장골입구,233002216,55117.0,안장골입구,233002216.0,37.1792333,126.84416670000002,경기도 화성시,4170260.0
9408,91490,233000125,1008,99,온석동입구,233002223,55112.0,온석동입구,233002223.0,37.1735833,126.8453167,경기도 화성시,4130238.0
9409,91491,233000125,1008,100,온석2통앞,233002214,55110.0,온석2통앞,233002214.0,37.1671667,126.8469667,경기도 화성시,4130252.0
9410,91492,233000125,1008,101,현대기아연구소,233002213,55108.0,현대기아연구소,233002213.0,37.1616,126.84455,경기도 화성시,4130300.0
9411,91493,233000126,33-2,1,조암터미널,233000928,36013.0,조암터미널,233000928.0,37.0822333,126.8158,경기도 화성시,4131077.0
9413,91495,233000126,33-2,3,우정읍행정복지센터,233002091,55066.0,우정읍사무소,233002091.0,37.0884333,126.81655,경기도 화성시,4117404.0
9414,91496,233000126,33-2,4,삼괴중고교,233002089,55064.0,삼괴중고교,233002089.0,37.0882667,126.8211,경기도 화성시,4170468.0
9415,91497,233000126,33-2,5,조암한라비발디,233002243,37750.0,조암한라비발디,233002243.0,37.0880333,126.82371670000002,경기도 화성시,4102881.0
9416,91498,233000126,33-2,6,어은삼거리,233000402,37594.0,어은삼거리,233000402.0,37.0862333,126.8269667,경기도 화성시,4171013.0
9421,91503,233000126,33-2,11,수촌3리,233000397,37454.0,수촌3리,233000397.0,37.1029333,126.8430333,경기도 화성시,4170775.0
9423,91505,233000126,33-2,13,공단사거리,233001588,37633.0,공단사거리,233001588.0,37.1068167,126.8419167,경기도 화성시,4198947.0
9426,91508,233000126,33-2,16,존슨메티,233001591,37636.0,존슨메티,233001591.0,37.1122,126.83775,경기도 화성시,4198950.0
9427,91509,233000126,33-2,17,파카.3M,233001589,37634.0,파카.3M,233001589.0,37.1100667,126.83951670000002,경기도 화성시,4198948.0
9431,91513,233000126,33-2,21,수촌1리,233000395,36872.0,수촌1리,233000395.0,37.10285,126.8576,경기도 화성시,4170547.0
9432,91514,233000126,33-2,22,성문,233000394,37166.0,성문,233000394.0,37.1032833,126.8658,경기도 화성시,4131047.0
9433,91515,233000126,33-2,23,해창2리.능인대학원대학교,233000393,37179.0,해창2리.능인대학원대학교,233000393.0,37.1081167,126.87251670000002,경기도 화성시,4131045.0
9434,91516,233000126,33-2,24,해창리,233000392,36873.0,해창리,233000392.0,37.1126,126.8791667,경기도 화성시,4100224.0
9435,91517,233000126,33-2,25,해창1리.우리꽃식물원,233001402,37206.0,해창1리.우리꽃식물원,233001402.0,37.1130333,126.882,경기도 화성시,4131043.0
9436,91518,233000126,33-2,26,매곡리,233000391,37217.0,매곡리,233000391.0,37.11725,126.8884667,경기도 화성시,4131041.0
9437,91519,233000126,33-2,27,한국폴리텍대학,233000390,37225.0,한국폴리텍대학,233000390.0,37.1217833,126.8929,경기도 화성시,4131039.0
9439,91521,233000126,33-2,29,동양빌딩앞,233000389,36874.0,동양빌딩앞,233000389.0,37.1270167,126.9017667,경기도 화성시,4170545.0
9440,91522,233000126,33-2,30,우림아파트.화성노인회관,233000525,37250.0,우림아파트.화성노인회관,233000525.0,37.12785,126.90281670000002,경기도 화성시,4117352.0
9441,91523,233000126,33-2,31,주공아파트,233000524,37245.0,주공아파트,233000524.0,37.1304833,126.8999667,경기도 화성시,4117353.0
9442,91524,233000126,33-2,32,장짐삼거리앞,233002157,55156.0,장짐삼거리앞,233002157.0,37.1386667,126.89946670000002,경기도 화성시,4107891.0
9443,91525,233000126,33-2,33,화성중고등학교,233000526,37255.0,화성중고등학교,233000526.0,37.1380333,126.9054833,경기도 화성시,4130359.0
9444,91526,233000126,33-2,34,발안삼거리.바다마트,233001371,37273.0,발안삼거리.바다마트,233001371.0,37.1356167,126.9113,경기도 화성시,4130356.0
9445,91527,233000126,33-2,35,KEB하나은행발안지점,233001934,37940.0,KEB하나은행발안지점,233001934.0,37.1333667,126.9107833,경기도 화성시,4198442.0
9446,91528,233000126,33-2,36,발안초등학교,233000632,37464.0,발안초등학교,233000632.0,37.1310333,126.9121667,경기도 화성시,4170805.0
9447,91529,233000126,33-2,37,향남읍행정복지센터,233001023,37289.0,향남읍사무소,233001023.0,37.1315333,126.91975,경기도 화성시,4130349.0
9449,91531,233000126,33-2,39,에일린의뜰,233002103,55084.0,에일린의뜰,233002103.0,37.1278667,126.9206167,경기도 화성시,4170819.0
9452,91534,233000126,33-2,42,향남주공1.2단지,233002411,55286.0,향남주공1.2단지,233002411.0,37.1188167,126.91585,경기도 화성시,4120516.0
9453,91535,233000126,33-2,43,향남부영3단지,233002413,55288.0,향남부영3단지,233002413.0,37.11895,126.9115833,경기도 화성시,4120518.0
9455,91537,233000126,33-2,45,하길중학교,233002416,37274.0,하길중학교,233002416.0,37.11285,126.9081167,경기도 화성시,4117349.0
9456,91538,233000126,33-2,46,향남부영13단지,233002469,55322.0,향남부영13단지,233002469.0,37.1092333,126.9079,경기도 화성시,4119440.0
9458,91540,233000126,33-2,48,상신6리,233001529,37407.0,상신6리,233001529.0,37.1039667,126.90111670000002,경기도 화성시,4170760.0
9459,91541,233000126,33-2,49,상신리,233001530,37406.0,상신리,233001530.0,37.1011167,126.9016833,경기도 화성시,4170761.0
9460,91542,233000126,33-2,50,향남제약공단앞,233000813,37468.0,향남제약공단앞,233000813.0,37.0959167,126.90703329999998,경기도 화성시,4170816.0
9461,91543,233000126,33-2,51,제약공단후문.구문천1리입구,233001531,37405.0,제약공단후문.구문천1리입구,233001531.0,37.0901333,126.91035,경기도 화성시,4170762.0
9462,91544,233000126,33-2,52,구문천리,233000812,36758.0,구문천리,233000812.0,37.0873833,126.91045,경기도 화성시,4170284.0
9463,91545,233000126,33-2,53,구문천리,233000806,37469.0,구문천리,233000806.0,37.0875333,126.91095,경기도 화성시,4170814.0
9464,91546,233000126,33-2,54,제약공단후문.구문천1리입구,233000805,36759.0,제약공단후문.구문천1리입구,233000805.0,37.09015,126.91075,경기도 화성시,4170279.0
9465,91547,233000126,33-2,55,상신리,233000804,36760.0,상신리,233000804.0,37.1011333,126.90195,경기도 화성시,4170278.0
9466,91548,233000126,33-2,56,상신6리,233000803,37470.0,상신6리,233000803.0,37.1028667,126.9017167,경기도 화성시,4170813.0
9468,91550,233000126,33-2,58,향남부영13단지,233002474,55323.0,향남부영13단지,233002474.0,37.1095333,126.9081167,경기도 화성시,4119810.0
9469,91551,233000126,33-2,59,하길중학교,233002417,36697.0,하길중학교,233002417.0,37.1133,126.9087167,경기도 화성시,4171019.0
9474,91556,233000126,33-2,64,신영지웰,233002104,55080.0,신영지웰,233002104.0,37.1278,126.9210167,경기도 화성시,4151555.0
9476,91558,233000126,33-2,66,향남읍행정복지센터,233000633,37288.0,향남읍사무소,233000633.0,37.1317667,126.91915,경기도 화성시,4130350.0
9477,91559,233000126,33-2,67,화성중앙병원.발안초등학교,233001026,37269.0,화성중앙병원.발안초등학교,233001026.0,37.1311833,126.9115,경기도 화성시,4130354.0
9478,91560,233000126,33-2,68,발안농협,233000816,37265.0,발안농협,233000816.0,37.12945,126.9094167,경기도 화성시,4117351.0
9479,91561,233000126,33-2,69,동양빌딩앞,233000384,37248.0,동양빌딩앞,233000384.0,37.1272167,126.9017833,경기도 화성시,4131035.0
9480,91562,233000126,33-2,70,제암리,233001395,37230.0,제암리,233001395.0,37.1242,126.8962167,경기도 화성시,4131036.0
9481,91563,233000126,33-2,71,한국폴리텍대학,233001555,37224.0,한국폴리텍대학,233001555.0,37.1219,126.8927167,경기도 화성시,4131038.0
9482,91564,233000126,33-2,72,매곡리,233000926,37216.0,매곡리,233000926.0,37.1174333,126.8883833,경기도 화성시,4131040.0
9483,91565,233000126,33-2,73,해창1리.우리꽃식물원,233000927,37205.0,해창1리.우리꽃식물원,233000927.0,37.1131333,126.88195,경기도 화성시,4131042.0
9484,91566,233000126,33-2,74,해창리,233000442,36898.0,해창리,233000442.0,37.1124333,126.878,경기도 화성시,4199463.0
9485,91567,233000126,33-2,75,해창2리.능인대학원대학교,233000381,36845.0,해창2리.능인대학원대학교,233000381.0,37.1082,126.8722333,경기도 화성시,4170539.0
9487,91569,233000126,33-2,77,꽃밭,233000509,37158.0,꽃밭,233000509.0,37.0929667,126.8618833,경기도 화성시,4131048.0
9488,91570,233000126,33-2,78,용당골,233000508,37159.0,용당골,233000508.0,37.0887167,126.8619,경기도 화성시,4131050.0
9489,91571,233000126,33-2,79,독정4리,233000507,37155.0,독정4리,233000507.0,37.0819667,126.8609833,경기도 화성시,4131052.0
9490,91572,233000126,33-2,80,독정3리.거묵골,233000506,37151.0,독정3리.거묵골,233000506.0,37.0798,126.8590333,경기도 화성시,4131054.0
9491,91573,233000126,33-2,81,독정2리,233000504,37142.0,독정2리,233000504.0,37.0719167,126.8537333,경기도 화성시,4131060.0
9492,91574,233000126,33-2,82,독정1리,233000502,37137.0,독정1리,233000502.0,37.06685,126.84596670000002,경기도 화성시,4131064.0
9493,91575,233000126,33-2,83,덕다리입구,233000501,37132.0,덕다리입구,233000501.0,37.0668333,126.83938329999998,경기도 화성시,4131066.0
9494,91576,233000126,33-2,84,덕다리입구,233001145,37489.0,덕다리입구,233001145.0,37.0677,126.8380833,경기도 화성시,4170855.0
9495,91577,233000126,33-2,85,덕다2리앞(구래),233000500,36909.0,덕다2리앞(구래),233000500.0,37.06941670000001,126.83771670000002,경기도 화성시,4170622.0
9496,91578,233000126,33-2,86,사랑리,233000499,37130.0,사랑리,233000499.0,37.0734167,126.83425,경기도 화성시,4131068.0
9497,91579,233000126,33-2,87,장안면행정복지센터,233000498,37127.0,장안면사무소,233000498.0,37.0788167,126.83056670000002,경기도 화성시,4131070.0
9498,91580,233000126,33-2,88,어은4리,233000497,37125.0,어은4리,233000497.0,37.0818,126.82836670000002,경기도 화성시,4131072.0
9499,91581,233000126,33-2,89,어은삼거리,233001816,37792.0,어은삼거리,233001816.0,37.0858833,126.8265,경기도 화성시,4131074.0
9500,91582,233000126,33-2,90,조암한라비발디,233002244,37968.0,조암한라비발디,233002244.0,37.0882,126.82371670000002,경기도 화성시,4107812.0
9501,91583,233000126,33-2,91,삼괴중고교,233002088,55067.0,삼괴중고교,233002088.0,37.0884333,126.82098329999998,경기도 화성시,4107840.0
9502,91584,233000126,33-2,92,우정읍행정복지센터,233002090,55065.0,우정읍사무소,233002090.0,37.0887167,126.8166167,경기도 화성시,4117303.0
9503,91585,233000126,33-2,93,조암터미널,233000929,36011.0,조암터미널,233000929.0,37.08215,126.8155833,경기도 화성시,4131078.0
9504,91586,233000128,712,1,동탄2LH4단지,233000959,36437.0,동탄2휴먼시아4단지,233000959.0,37.2056667,127.12255,경기도 화성시,4117239.0
9505,91587,233000128,712,2,LH4단지후문,233002500,55406.0,휴먼시아4단지후문,233002500.0,37.2042833,127.1197333,경기도 화성시,4170667.0
9506,91588,233000128,712,3,동탄2부영아파트,233001506,37582.0,동탄2부영아파트,233001506.0,37.2049167,127.11625,경기도 화성시,4170984.0
9507,91589,233000128,712,4,한백초중교,233000149,36514.0,한백초중교,233000149.0,37.20725,127.11476670000002,경기도 화성시,4120448.0
9508,91590,233000128,712,5,이주택지.상록.경남아파트,233002429,55305.0,이주택지.상록.경남아파트,233002429.0,37.2072167,127.1106833,경기도 화성시,4121008.0
9509,91591,233000128,712,6,성원아파트.이지더원,233002430,55306.0,성원아파트.이지더원,233002430.0,37.2090667,127.1084167,경기도 화성시,4121010.0
9510,91592,233000128,712,7,동탄2파출소.농협,233002431,55307.0,동탄2파출소.농협,233002431.0,37.2095167,127.1043667,경기도 화성시,4121024.0
9511,91593,233000128,712,8,동원1차.센트럴상록,233002432,55308.0,동원1차.센트럴상록,233002432.0,37.2095167,127.0996667,경기도 화성시,4121025.0
9512,91594,233000128,712,9,한미약품.푸르지오,233002443,55315.0,한미약품,233002443.0,37.2095333,127.0918333,경기도 화성시,4121775.0
9513,91595,233000128,712,10,예당고사거리,233002439,55311.0,예당고사거리,233002439.0,37.2099,127.0806667,경기도 화성시,4119318.0
9514,91596,233000128,712,11,전하리교회.우미제일,233001683,37712.0,전하리교회.우미제일,233001683.0,37.21315,127.0792833,경기도 화성시,4170570.0
9515,91597,233000128,712,12,동탄이마트.한림대병원,233001619,37692.0,동탄이마트.한림대병원,233001619.0,37.2144833,127.07783329999998,경기도 화성시,4130120.0
