정류소명,no
군포시평생학습원,5
수련개,4
청담고등학교,1
상두리맹산,2
밀목사거리.광주시청앞,5
석수아이파크,9
태현공원,1
보통리입구,15
풍덕천2동주민센터.신정7단지,16
부천역차고지,2
의왕시청,1
세교동부영2차아파트,6
왕림윗마을,1
목련우성아파트,25
안양문화원.소방서,3
오정초등학교,1
부천종합운동장역5번출구,2
석운동,5
청학리주공2.3단지.농협,2
수락산입구.동부거성아파트,1
이천고등학교,1
평촌스마트베이.오비즈타워,27
한신.호반3차아파트,7
우림라이온스밸리5차,23
연성초등학교,1
보라쌍용아파트,4
남한산성입구역.법원검찰청,13
한백초중교,12
철산우성아파트,1
우성아파트,1
경인교육대후문,4
그린빌14단지,3
동진마을,4
신동문아파트,1
용상골현대아파트,11
대한통운.동화산업,1
광덕중학교,2
태평3동파출소,2
사창초등학교,3
본오지구대,2
을지대학교,14
오포농협,2
독점마을(경유),1
숲속마을4단지,8
르노삼성자동차중앙연구소,15
남양중고교입구,30
동원아파트,2
탑마을주공8단지.중앙도서관,7
한국도로공사,5
이채쇼핑몰,1
판교호반써밋플레이스,6
마송,1
대림아파트,4
안산대학교,11
신라장,16
농수산물시장,9
당정우편취급국,17
안양우편물류센터후문,4
미도아파트.메트로병원,8
신평리,2
기남방송,3
진웅산업,1
삼동역육교,3
주암동,1
은행시장.남한산성시장(좌석),1
학운공원,1
사우고교.김포시청,1
서울구치소,8
신한중고등학교,6
역북초등학교.삼환나우빌,6
상탑파출소,6
덕현초교,1
한보라마을1단지,6
정왕고,3
시범상가,1
철산역.광명경찰서,11
모담마을,1
안산문화원,3
소사종합시장,2
덕천교,1
우체국사거리.안양초교.중화한방병원,3
목감사거리.농협,1
신한에스빌아파트앞,9
컨테이너기지,2
선유주공3단지,1
산성동,4
리더스하임8단지,2
한국산업인력공단,4
천리농협.샘골마을,4
성현마을주공3단지.반도유보라,1
서랑동저수지,5
시흥보건소,2
한대앞역,16
광명7동주민센터,5
인정피렌체아파트,5
월암종점,2
한국철도기술연구원,1
가현마을.신갈성당,8
온석2통앞,7
느티나무,9
아모레,12
모란역2.3번출구,9
명지대,2
SK테크노파크,4
미사강변센트럴자이.더샵센트럴포레,1
송산리입구.부처내고개,4
고려당사거리,12
어은목마을.코아루아파트,2
인덕원삼성아파트.인덕원고등학교,1
벽산1차아파트,1
대우2차,2
목감지하차도입구,1
부안중학교,4
산대초교,6
빙그레.코아로아파트,1
공단오거리.공단주유소,15
법무연수원,1
새마을연수원입구,2
사색의광장,27
약수터휴게소,2
이지더원1차,3
백토리상공회의소,4
경기외고,9
비산농협,9
포일삼거리,3
삼거리,3
동막초등학교.호수마을계룡리슈빌.어울림,3
내리교,5
경기테크노파크,7
교수마을,2
문기,3
성포중학교,1
진흥아파트,2
포브스병원,9
경남아너스빌,3
행군리,2
롯데시네마,1
쥬네브상가,7
장안3리,2
수원대학교,3
광명샤인빌.현암고등학교,1
성남수정경찰서앞,4
국민체육센터,1
박달주유소.호현삼거리,3
벽산테크노피아.성남소각장,1
수원남부버스공영차고지,22
광교한양수자인,21
숲속마을1단지,3
일산역,3
산성동행정복지센터,2
탑동아파트,14
만물상회,3
구3번종점,3
절골.장지동.미빙냉장,4
동삭동현대아파트,4
천혜보육원,1
태영빌라3동앞,3
초지고등학교,6
광평삼거리,5
청요1리,5
청북읍사무소,3
꽃가마약수터,14
(구)성남동주민센터,4
수원신학교,1
시청사거리(경유),9
(주)코리아써키트,1
양우아파트,1
한양아파트,4
광명초등학교,4
하안3동주민센터.하안주공7.8단지,2
탑마을대우아파트,11
더샵센트럴시티,2
산하빌라,2
지곳동,13
제2가장산단,3
사송동종점,3
한솔마을청구아파트,1
동명아파트앞,2
차고지입구,6
문형교차로,7
농협삼거리.우미린아파트,7
문화공원,15
하광교,3
보건소.공설운동장,2
정문정보,2
공군아파트,5
꿈마을라이프,2
봇들육교,29
주공6단지,1
새마을,5
의암교회앞,1
용머리다리,12
궁평해수욕장,1
상대원차고지,1
행정복지센터.새마을금고,5
현대.금강아파트,1
남양휴튼아파트.진접우체국.풍양보건소입구,4
삼천리자전거,10
궁전아파트.성지아파트,8
부곡중앙중.군포중앙고등학교,1
영문2리,1
역곡2동주민센터,4
백현중학교,5
고잔고,6
한원IC,6
엔씨소프트.안랩,20
여주종합터미널,2
일동도서관,14
담터,2
e편한세상1차.태전파크자이.힐스테이트,3
한국복지대학교,1
효병원.국민은행.축협,1
경기도청입구,20
새마을금고,1
괴안동행정복지센터,2
덕고개34,4
소명여중고입구,4
문형2리.영진빌라,10
용인동부경찰서,1
수레실.능평1리마을회관,3
안산문화글로벌광장,4
제일풍경채아파트,2
한보라마을7.8단지,6
GS아파트정문,8
한보라마을.7.9단지,9
시안공원묘지.주성엔지니어링,2
시민시장입구,4
사동주유소,1
황송터널.은행1동,2
관악초등학교,3
서랑동마을입구,3
도투락입구,22
제기리.양지말,1
재활용센타,2
백선교회,11
장안타운입구.한신빌라,3
코카콜라물류센터,1
원정6리,1
안중공용터미널,2
칠보쌍용아파트,10
은행동입구,2
장미마을.현대아파트,5
평촌아트홀,1
성안중학교,1
덕장초교,5
구문리,1
도일시장,8
선경아파트,23
8단지삼환계룡아파트,6
동편마을입구,5
SK뷰2차아파트,3
단원구청.단원보건소,5
삼죽,1
봉산로터리,1
창말,1
세수동,4
수기리아랫말,7
제2가장산단2지구,13
범박휴먼시아,3
자경마을.석수스마트타운,6
신현리.대호빌리지,2
성남냉동,9
박애병원,9
쌍용3차.부천테크노파크,1
옥박골,2
삼상리부대앞,1
부곡중앙로,9
대덕사,4
당아래,3
광명시민회관,8
쌍용자동차앞,6
용인.매산리,3
안중구터미널,1
광남중학교,1
장당초교.제일하이빌1차,7
롯데마트,9
한양슈퍼,2
코오롱아파트정문,1
경인교육대,1
죽전도서관앞,1
내손초등학교,9
서면초.안서중.광명경영회계고,3
전마을,1
중일초등학교.캐슬프라자,7
서흥금속앞,4
산성역.신흥주공아파트후문,8
솔매마을,3
법원검찰청.평촌역,12
석포1리입구,1
북양2리,3
만물상회,4
양지편.청계성당,5
오이도스틸랜드,1
휴먼시아6단지,2
사우고교.김포시청(직행),1
상안리.한국발효,4
능골마을앞,10
신영프라자,2
흥덕마을14단지앞,14
경기도종합사격장,1
당수동시민농장,10
초지역,19
이마트물류센타,7
창곡주유소앞,4
사창초등학교,2
신안아파트앞,2
건영빌라.분당요한성당.장안중학교,3
도당동주민센터,4
하얀마을,1
약대초등학교입구,1
우성아파트.한내초교,1
안산공고건너편,2
한국글로벌중.한국조리과학고,3
덕소초등학교후문,1
신한아파트,1
별사랑마을2-7단지,1
대성아파트,4
현대1차.요진아파트,1
오렌지아울렛앞,1
아모레,4
정문2리,1
초월역.롯데아파트,11
중앙병원,3
광덕고입구,2
송전세광아파트후문,3
송전세광아파트후문,1
교포리입구,1
월암교,7
늘푸른오스카빌정문,11
가톨릭대학교정문,7
송담대,8
덕성초등학교,3
괴말,3
현대아파트,2
두평,2
주영교회,2
수원터미널(경유),6
부곡중앙초등학교입구,1
길마재,1
외국어대학,1
장외리,1
독정삼거리,1
여성회관,3
평내화성.유진아파트,2
파주삼릉,1
유상냉장,2
오산시청옆,5
서초빌라,3
벌말,2
부곡프라자,8
네이버.아데나루체,7
팔각정,11
동부아파트,6
여월중,3
월문리,1
너더리육교,4
청덕아람공원.88CC,3
대림1단지,1
군포성당,13
한빛교회.월든힐스아파트,5
새마을금고.구리시장입구,2
자동차경매장.가림초등학교,2
아름마을,1
다솔농장,1
소동촌,5
경희대차고지(경유),2
제2가장산단1지구,20
에이스아파트입구,1
탄천종합운동장,3
안현동,1
하안주공501동,1
상동고,1
팰리스카운티.부천중학교,1
도래울마을2.3단지,4
예비군훈련장입구,1
산본래미안아파트,6
대성병원,4
이화1리앞,1
소사초등학교정문,1
문형4리.수렁개,3
청구아파트.대림아파트,1
여우내마을,1
의왕통합관제센터,9
현대기아연구소,7
대우자동차,2
동문아파트,3
추동아파트,1
산정리,2
경인합섬앞,3
주공3단지.월드사거리.월드아파트,2
원종종합시장.성곡사거리,5
한국복합물류,4
퍼시스,3
케원마트앞,1
금오초등학교,1
의왕보건소.의왕경찰서,1
호원고교.호암초교,1
코오롱하늘채아파트,6
그린빌10단지,1
서신초등학교,6
덕성리삼배울,1
김포한강신협,1
호수마을(중),1
호현마을,3
럭키아파트,7
법원검찰청입구,5
풍림아파트,2
월피주공3단지,4
율동아파트,4
농협.KT석수시점,4
군포산업진흥원,1
곤지암역.예계교,7
부안초교.동원주택,4
대진고등학교,4
성남동성당,2
자이.호반베르디움,1
매송중학교.풍림아파트,10
신영프로방스.현대물류센타,4
대야도서관,2
양지편,1
부용초등학교,12
건영2단지.영남5단지,2
산본1동,3
평택여고,2
보통골동양공업사,1
대동청구아파트,2
올림픽스포츠센터,4
후촌,4
신환아파트,5
코오롱하늘채아파트,5
KEB하나은행도당동지점,1
산들마을1단지남문,1
연현초교,4
단국대학교.죽전야외음악당.성현마을2단지,7
상기2리,35
매산리앞,2
하나로문구,6
행신동(중),1
정광산호아파트.원일아파트,2
보건소.만안구청,5
율동아파트,1
의정부시외버스터미널,2
상광교신다리,1
열린슈퍼건너편,3
외국어대학교,2
민속마을닭죽촌,3
원미풍림아파트,1
한솔고교.정자동주민센터,2
정왕역,3
함성2차아파트,2
안양역(경유),2
만수철강,3
오비클,1
퇴촌면사무소,2
시흥등기소,1
수자원공사입구,1
사들,1
동아에코빌아파트,5
한보라마을1단지,6
신미주아파트,2
숲속마을2단지,1
석수3동주민센터입구,2
비봉교차로,2
초원대림아파트,3
가람마을2.8단지(중),1
용이동삼천리가스,1
평택성모병원.장미타운,4
아름마을.방아다리사거리,2
서정동고가삼거리,1
물푸레마을7.8.9단지,3
범박동주민센터,3
역동,2
상안1리,4
삼정사거리입구,2
가림중학교,1
아미원입구,2
양지마을입구,4
수레실전원교회.오포롯데캐슬,2
광교대광로제비앙,7
e편한세상,3
복정파출소,12
프라자아파트.안양예고입구,1
도창,4
초당초등학교.현진에버빌,6
일죽터미널,1
진영아파트,5
KCC대리점,3
서울자동차경매장,2
안양해솔학교,3
광교호수공원.제1주차장,4
본오동차고지(경유),6
대자삼거리,1
남양뉴타운4단지,2
우편집중국,1
성남시내버스차고지,10
쉼터공원입구,10
남양보건소,4
장짐삼거리,2
도립도서관,1
서근리,6
금산사입구,4
남촌오거리,6
능곡중학교,2
브라운스톤아파트,1
충훈1교,1
산돌교회,1
석천초등학교,2
석천1리포도원,2
광명21세기병원,1
고창마을.KCC,1
아남전자,2
동서울대학교,1
장미마을.동부코오롱아파트,2
위시티입구,1
대영가든,6
하갈1동입구,13
오포읍사무소,2
두정3리,1
은행아파트,2
낙생초등학교.판교원마을10단지,2
오산성당,4
가리대사거리.소하상업지구,4
동국대한방병원.신성아파트.수내고교,6
장안8리,1
서림아파트,3
선부동주공10단지,1
위례아트리버푸르지오,3
부곡초등학교,1
구름산.광명시보건소,1
그린빌17단지,9
원종하이트,2
독정리,1
광명역B주차장,2
제약공단사원아파트앞,2
구장리새터말입구,2
일산가구공단,1
수진동현대아파트,1
동양쇼핑.원당시장후문,1
8단지덕유아파트,7
갈뫼중학교.내손1동주민센터,3
TS1.2차아파트,1
서정마을(중),2
삼동역,8
서탄입구,4
동광아파트,2
추팔공단.입구,1
광명시청.광명시민회관,5
세평지하차도(경유),2
진등,2
고등동,1
인정아파트앞,6
능곡중학교,1
상대원고개,8
능실마을16단지,4
남양주세무서입구.금호아파트,1
수원여대혜란캠퍼스,8
서울프라자,2
본오중학교앞,5
금강1단지,2
덕정아파트5단지.예스병원,1
가리대사거리.소하상업지구,4
태평3동행정복지센터.태평초교,7
수안재,8
본오중학교,4
정보과학도서관,4
뷰윅스,15
자연앤센트럴자이,3
한국제지,8
시립팽성도서관.팽성국제교류센터,2
누읍주공아파트,5
우성아파트,1
춘의역5번출구,2
동백역.성산마을서해그랑블,5
산내마을6.8단지,3
천마산역3번출구,1
느티울공원입구,1
별가람고등학교.대원칸타빌,1
곡정고.수원아이파크시티7단지아파트,12
꽃마을,2
삼막동입구,2
인덕원IT밸리,7
공단본부.샤니,2
효성아파트2단지앞,2
성포주공3단지,4
명칭예정지,1
용소3리,1
서울프라자,1
불현리,1
양영디지털고등학교,2
언창공단,1
송산1동주민센터,1
모곡동,4
대원아파트,2
명문새가앞,2
덕정역,1
곤지암터미널,3
곤지암LG아파트,1
그린빌18단지앞,1
목현2통.GS주유소,9
수정구청.신흥주공아파트정문,6
원정초교,2
상대원파출소.소방소,22
선동초교앞,1
곤지암역,1
산들초등학교,1
가내,4
문형리잣나무골,2
고려당사거리,1
미사강변2차푸르지오.7단지,3
동산고등학교,2
한국선진학교건너편,7
용주골삼거리.연풍삼거리,1
석수도서관,7
인덕원역4호선.인덕원성당,4
구포3리,8
군포공영차고지입구,5
하안1동주민센터.이편한세상센트레빌,4
진사리입구,2
금촌역,1
고잔1차푸르지오,2
삼평교,2
밀목사거리(경유),2
궁내동,2
가재4리,1
강선마을(중),2
동명빌라,1
목감중심상업지구,1
숲속길마을7단지,2
토평정수장,1
축협원미지점,5
주엽역(중),5
갈매중앙사거리.단독2단지앞,2
동심8차빌라,1
정천초등학교.천천푸르지오,7
이충주공3단지.반지마을아파트,1
원평동주민센터.평택초교,6
꿈마을단지,6
생명과학대,3
석수역,3
서울구치소,3
정곡경로당건너편,1
에벤에셀.이마트물류센타,3
왕림윗마을,3
고강동우체국,1
월드아파트앞,8
자유시장,1
유현마을.신동아아파트,3
LG원앙.한성아파트,1
무궁화효성한양아파트,13
거멀,2
사기막골,12
청원놀이터,2
다농사거리,3
숲속마을3.5단지,1
우림아파트,6
동남레이크빌,1
만자고개,1
청도아파트,5
군포경찰서,3
산업기술대학,1
도사마을.우림필유.현대그린아파트,3
둔전농협앞,2
아이파크7단지,9
상대원시장,6
축협앞.국민은행,1
가장산업단지,4
송탄출장소,4
갈천마을.주공아파트,1
송탄고등학교,4
백석동.요진와이시티(중),3
소사초교앞사거리,2
시흥푸르지오6차,4
한진1차.문산역,2
반석아파트,1
GS자이5단지,1
인덕원초교.삼성아파트,5
매화리,2
삼성한신아파트,4
성공회앞,2
화성시보건소앞,2
이케아광명점,3
지문리입구,2
승영사입구,1
본정삼거리,2
무송교차로,4
부흥고교,4
한국전기연구원,2
군자주공6단지후문,2
올림픽기념관건너편,3
내리사거리,2
수기리,1
삼릉역,2
현대정형외과,2
신동아1단지.한일아파트,2
서해아파트건너편,4
도촌5단지.도촌종합사회복지관,1
미사강변푸르지오.19단지,2
행정복지센터.새마을금고,1
구리여중고교,1
성안고,4
덕소삼거리.주공아파트.우리은행,3
일신건영.파라다이스아파트,1
이노밸리A동.오콘,6
한라비발디1차,9
한라비발디1차,1
가골입구앞,9
경안중.ICT폴리텍대학.e편한세상,1
동보아파트,1
장지리,1
평택공설운동장,1
이마트,1
홈플러스,1
늘푸른벽산.서강2차,1
군포첨단산업단지,3
성결대학,3
삼인동입구,3
삼화왕관,1
고등동주민센터,1
왕곡초등학교,3
수도침례신학대학,1
시흥우체국.센트럴병원,1
의왕고등학교,8
안산테콤단지입구,2
남양주제2청사.남양주경찰서,1
영신마을,2
당동지하차도.G샘병원,1
트레지움1단지.다니엘병원,1
돈말입구,2
멱조현풍림아파트,1
일동굴다리앞,4
동화중학교,2
정촌마을,1
시흥푸르지오6차,2
위례롯데캐슬.그린파크푸르지오,2
창곡3리,5
미사강변파밀리에.14단지.구산성지,4
현대모닝사이드2차아파트,2
탄도,1
지방산업단지,1
한국아파트,2
효자고개.용인정신병원,5
안산문화예술의전당,1
단원자동차운전전문학원,1
이편한세상아파트,3
수원여대혜란캠퍼스,3
성남시청,1
산본공업고등학교,1
화산1리입구,1
한신아파트.KCC스위첸아파트,5
신안산대학교,5
신장사거리.신장시장,1
주공아파트,2
지엔지,1
동서울공업사.시안정문,2
이마트앞,1
양성터미널,3
한호빌라,4
방아리.중복동,1
철산현대아파트,1
이천시청.이천세무서,1
미사강변9단지.미사강변중학교,1
양감초중교,1
가장슈퍼,3
현대연립,2
복창육교,3
포곡중학교,1
유림동주민센터,2
광명샤인빌.현암고등학교,12
쓰레기매립장.로얄냉장,4
금호타운,2
상동역2번출구.홈플러스상동점,4
대동청구아파트.장현초교,2
시흥등기소,1
광교산입구.경기대학교,6
덕절2리,6
문촌마을6.7단지.쌍용아파트.기산아파트,1
용문축협,1
월드메르디앙,5
덕절3리,3
검배사거리,1
오좌동,6
태평제일교회,1
한화생명입구,1
신봉중고등학교.신봉동일하이빌4단지,1
비츠로테크반대편,1
한국폴리텍대학,4
국립축산과학원,4
좌전고개,2
호수초교,1
호수초교,1
국제상사,2
북양2리,2
매화마을4단지,3
한증막,2
LH남양주사업단,2
가평역삼거리(경유),1
위례자이,1
글로비스자동차경매장,1
대교주유소,1
백현초등학교,2
복사골마을,2
한국디지털미디어고등학교,1
위례동주민센터,10
오산대역,5
석정아파트,1
안성푸르지오아파트,1
꿈동산.사랑마을,3
세마승마장입구,6
신봉센트레빌5단지,2
고양동시장,1
사색의광장,2
무너머고개,3
코리아써키트2공장,1
코리아써키트2공장맞은편,3
대륜발전소,1
중앙하이츠아파트,1
코오롱하늘채아파트앞,2
코오롱하늘채아파트,3
역동사거리,3
전원가든입구,2
대소마을,1
신흥산업,1
나곡마을.한국민속촌,3
금성백조아파트.구미도서관,7
세경,1
휴먼시아4단지,2
좌전앞,2
수진리고개.태평고개,5
동산교회,4
고색삼거리,2
포동입구,1
한국화장품연수원,1
금곡역.어룡마을입구.주유소,1
제일캐노피맞은편,6
미사강변대원칸타빌.4단지,3
마도산업단지,5
둔전역.인정멜로디아파트,4
금곡동구종점,1
중4동행정복지센터.고용노동지청,4
남산공단입구,8
동의당약국사거리,1
원곡고등학교,1
당동우체국,3
옥길동입구,1
모아미래도.자연앤,7
봉무3리,2
수자인.호반아파트,1
의정부시외버스터미널,2
중앙도서관,2
반월변전소,2
갤러리하우스건너편,7
단국대.평화의광장,7
월문리,2
비석거리,1
호계소방파출소,6
안덕우리,5
화정역.덕양구청,3
수목원,5
중앙초교앞,4
한울마을2단지,3
팔곡주유소건너편,5
락원식당앞,2
이천터미널,1
평택상공회의소,4
부림초등학교,1
모락고등학교,1
구장사거리앞,1
전원마을1단지,1
도곡4리,2
화성보건소,5
상대원파출소.소방소,2
산본1동주민센터,7
태전힐스테이트5지구.태전고등학교,3
시청서문,1
월드마트,2
삼박곡,5
목감동,3
경기글로벌통상고,3
수원산업단지육교앞,7
아름다운나날,2
남문터널,4
아이테코앞,2
대덕GDS,1
큰손식당,4
담안,1
선부동차고지,1
동편프라자.스마트프라자,2
부곡초등학교,1
대우.롯데아파트상가,5
농림축산검역본부,4
주공2단지충무아파트,2
광덕중학교건너편,2
파인힐.근로자복지회관,1
왕산4리,3
서현고등학교,9
도금단지,1
조리미입구,1
사능입구.금곡우체국.남양주고용복지플러스센터,1
사능입구.금곡우체국.남양주고용복지플러스센터,1
LG빌리지1차,6
아이파크7단지,6
신천사거리,2
재원아파트,1
경수초등학교앞,1
구문천3리,2
분당등기소,2
보네르빌리지아파트,1
한화오벨리스크,2
죽전교차로,2
이투스학원,1
벽산대주아파트,2
휴먼시아4단지후문,3
세종그랑시아.한성1차아파트,4
정자동주민센터,2
판교역북편,4
수원광교박물관,3
역말마을,1
사원주택앞,3
진모루현대아파트,1
퇴계원고등학교.금호아파트.뱅이마루터,1
은행초등학교,3
현대아파트,1
무송교차로,3
평촌고등학교,1
창뜰.장군수산,5
조흥전기앞,3
송산농협.사강정형외과,2
매화동,1
경기종합가구유통,2
한신아파트,1
가좌리.석실,1
신한중고등학교,1
가좌양우대우아파트,1
성저마을14단지,1
백제당약국,1
한일타운,3
오성산업단지입구,1
상동마을회관,2
연평리입구.중포마을,1
오남읍사무소.농협.현대.삼신아파트입구,1
삼화정공,2
화당리,1
대추골,2
정든마을.우성아파트,2
대안주유소,1
한양아파트정문,3
위례동행정복지센터,4
판교동주민센터,6
농심,5
음양1리,2
오좌동,4
초원빌라,1
군포초등학교,1
서해아파트,4
만안구청,8
수정마을.휴먼시아,2
와동체육공원,1
가리대.소하3단지.소하상업지구,2
서탄면사무소,4
포일자이아파트사거리,3
보바스병원,3
부천역남부,1
근로자종합복지관,4
고천체육공원,1
경안동주민센터.우체국앞,4
시티병원,4
매화마을2단지,6
어정역.어정초교.동백아이파크,2
명성빌라,2
장지마을앞,6
강서고등학교,2
장미마을,2
성포주공10단지,1
판교TG(경유),1
하산마을,1
고은유치원,1
궁내동.궁안마을,2
청요리,6
동아아파트,2
팰리스카운티정문,1
산정동,6
하남BRT환승센터,2
이익선생묘,1
승희맨션,3
원미1동행정복지센터.원미어울마당,1
풍림아파트상가,1
솔대체육공원,3
군포산업진흥원,4
신흥시장,1
팔당역,1
왕곡동마을회관,4
광명경찰서,4
이충주공3단지.반지마을아파트,1
강서고등학교,3
새보미아파트.고강시장,2
다정한마을.레미안아파트,2
금정가구거리,2
성안중학교,1
태평아파트,4
신명아파트.대우3차아파트,3
에이스프라자,1
흰돌아파트,1
모란고개,9
용소3리입구,1
경신아파트,1
호수마을.자연앤데시앙,1
주공3단지.덕소역,1
창업보육센터,3
유승앙브와즈,1
현대2차,1
의왕통합관제센터,3
한양아파트,3
성호중학교,1
그린빌16단지,3
송산사지.송민학교입구,1
현대합성공업,2
신중동역4번출구.롯데백화점.홈플러스중동지점,1
판교동주민센터,3
네이쳐하임.퍼스트리움,4
고려병원,2
용인터미널(경유),2
중앙주공5단지,4
세아,2
아남중전기,2
내동고개,1
농수산물시장.포일단지입구,3
GS자이3.4단지,1
시범상가,4
구리.한양아파트,2
장평교,2
오산사회복지관.보건소,3
송학1리다리앞,1
영복여고,1
신천삼거리,2
공군아파트,1
월피한양아파트후문,2
전원가든,1
고양경찰서(중),6
온천마을(중),1
양감초등학교.중학교,1
야탑동경남아너스빌,6
중외제약사거리,3
쌍용자동차후문,1
법원검찰청입구,3
별가람마을.단독3블록,1
두리봉마을,1
화성오산교육청,3
성공회앞,1
롯데칠성음료,3
신창아파트.광릉중학교,2
신창아파트.광릉중학교,2
수목원,3
평택기계공고사거리,1
아일기계,3
과학도서관,1
문형2리.영진빌라,1
춘의역6번출구,4
경일관광경영고등학교,1
소하3단지,2
석탄4리,1
노동행정연수원.봉골입구.우림퓨전빌아파트,2
시온고등학교,3
안산드림타운,1
가톨릭대학교,1
주공7단지.중흥s클래스,1
한양슈퍼,1
신안아파트,1
배곧고등학교,3
화정역.롯데마트,1
sk아파트.굿모닝병원,4
스타전자,3
갈곡리부대,1
주공5단지,1
송문3리,2
은하수청구아파트,1
진영고등학교,1
구문천리,1
계룡1차아파트,3
철산우성아파트,1
하이파크시티2.3단지,1
용정사거리.진건우체국,3
옥현,4
반달마을.법원.검찰청,4
대광빌리지,10
청광아파트,4
견산1리,1
스마일슈퍼앞,2
베네스타아파트,2
도평리.남촌풀장.우림.신일.대주아파트입구,3
중림.비석거리,1
광주차고지,2
양벌3리마을회관,7
씨트리제약회사.현충탑,1
쉼터공원입구,5
구성지구입구,1
외국인복지센터,1
농수산물센터,4
동부아파트,3
비전파출소,2
생문약국,2
귀래산업단지,2
향남주공2단지,5
대교주유소,1
장안건영아파트.양영디지털고,1
도심역,1
금복리,1
계양2리,2
주곡1리마을회관,2
민속마을,1
태재고개,5
민속마을.선경아파트,3
대림아파트,12
살고지입구,4
쌍용아파트,4
중앙대생활관.기숙사,1
위례래미안e편한세상.위례한빛중학교,5
송내e편한세상.부천고,2
기흥IC,3
매화마을3단지,2
새마을연수원(경유),2
하원초등학교.신구대학,1
푸르지오6.7차아파트,13
동안교,7
푸르지오5차,2
능곡고등학교,2
은평교회,3
원삼,3
시립수청어린이집,1
죽백동차고지,1
대양1리.포도원,1
흙가마앞,1
도농역.동화중고교.부영A(중),2
백운사입구,3
정자동성당,1
동원.SK아파트,1
운중고등학교,3
큰갓띠,4
반월공원입구,5
유천아파트,2
문산역,1
두정1리,1
청계동주민센터,1
천리국민주택,1
퍼스트리움.네이쳐하임,1
오정동경인OBS방송국,2
대덕전자,3
신현3리,1
한국와이퍼,1
진로아파트,1
고척3리입구,1
신둔도예촌역,2
광평리,4
미도아파트,1
대림.LG.힐스테이트아파트(중),6
인지슈퍼,1
동원베네스트아파트입구,1
뉴광주농협주유소,3
일진정공,1
융건릉,11
상안1.2리,1
도투락입구,1
도금단지,1
우리은행.덕계고등학교,1
제일공단입구,4
동편마을2단지,1
금호빌라,1
감골운동장,3
태광전자,1
가라뫼,1
나래울,5
당동주공아파트,2
도당소공원,1
어정삼거리.강남마을,2
산본래미안아파트,2
유승아파트,1
산본시장,6
경희대차고지,1
와동체육공원사거리,1
부곡1단지아파트,5
용상골현대아파트,1
포스코빌라,2
청솔빌라,3
무궁화선경아파트,1
성남소방서,3
하안주공505동,3
이매촌금강아파트.코오롱아파트.동부아파트,5
한국생산기술연구원,3
세마승마장입구,2
해실리,1
성지아파트.산성교회입구,1
황송마을아파트,1
구름산.광명시보건소,2
역리주유소,2
상도중학교,1
여주경찰서,1
화평1리,1
금곡1리,3
월곶동주민센터.월곶포구,2
농수산물센터,3
명지대앞(경유),3
양지전원마을,1
보성아파트,1
안장골입구,1
김포대학교,1
김포대학교,1
801관외국어문화관앞,3
위례호반베르디움,7
청솔한라아파트.롯데마트,1
의왕국민체육센터,1
양노리,8
송탄동주민센터,1
신원수선화아파트,1
롯데에코입구,1
초당초등학교,2
검바위초등학교,2
시흥영업소,3
휴먼시아1단지,1
장계리,1
원흥역1번출구.방송통신대,1
화수사거리,2
금이사거리,1
55사단앞.삼성쉐르빌아파트,3
푸르지오1차아파트,2
옥도골,1
안산대학교입구,1
양노리,1
하나은행,2
연꽃마을금호아파트,1
시외버스정류장,1
마석역,2
대원아파트,2
처인구청후문,1
삼익사이버아파트,2
푸르지오.반도유보라앞,6
묵방리,1
푸르지오6차후문,1
목감중심상업지구,2
대열보일러,1
태양금속,6
KT과천지사,6
LG아파트.무지개마을사거리.신한아파트,1
성우스타우스,2
대림아파트4단지,2
내유동,2
상원여중,1
보라신창아파트,2
양감농협,1
죽전1동주민센터.홈타운입구,4
성주초교.부천공고,1
남곡사거리.남곡초교,1
오건아파트,1
그린빌10단지,1
송내역B,1
부곡복지회관,2
돈말입구,1
괴안동입구.성심고가,1
삼성.세림아파트,1
안양여중고,1
포곡고등학교,2
부곡중학교,1
성곡동행정복지센터.홈플러스여월점,6
장안중학교,2
초당중학교.코아루아파트,2
권선구청,6
신우아파트,1
송내초등학교,1
신촌마을,1
기후변화체험교육센터.삼삼부락,3
국군수도병원,3
영화공원,5
자동차매매센터,4
대철철강,1
덕이동로데오거리,2
가구단지,1
크로바앞,3
중앙공원,4
군포중학교,11
퇴계원극동아파트.세란병원.온누리병원,1
멱조현풍림아파트,2
효성아파트입구,4
우미이노스빌아파트,2
물푸레마을4.6단지,3
부대앞,1
토진교회.앞,1
자란로타리,1
수협앞.소사초등학교후문,2
리벤티움.신안인스빌,1
기흥IC입구,2
천리농협.샘골마을,2
본원초등학교,4
수자원입구,1
서랑동,7
기아대교,2
주북6리,2
라촌,1
죽산시외버스터미널,1
비석거리입구,1
동안고등학교후문,2
상동역8번출구.세이브존,1
석실입구,1
별내하우스토리.중말사거리,1
광산촌,4
부천역남부광장,1
일신삼익아파트,1
영릉입구,1
선부고등학교,1
금파리,1
안산대학교,2
상안2리.SK주유소,1
잿말,2
삼존리,2
명문고등학교,1
북리(경유),1
대진아파트,1
선부3동주민센터입구,1
한양마트,1
도래울마을5.6단지,2
강남cc,2
석수3동주민센터입구,3
LG빌리지5차,1
석수현대아파트,1
강남아파트.여주고등학교,1
황계동(경유),3
성포동현대아파트,2
오케이산업,1
산본1동입구,2
상신리,1
